"filename", "language", "TypeScript", "XML", "SCSS", "CSS", "TypeScript React", "JavaScript", "JSON", "Markdown", "HTML", "comment", "blank", "total"
"/Users/tikitaka/不会拉小提琴的左脚/个人/projects/学生成绩管理系统/student-grades-management/src/router/index.ts", "TypeScript", 48, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 55
"/Users/tikitaka/不会拉小提琴的左脚/个人/projects/学生成绩管理系统/student-grades-management/src/shims-tsx.d.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 14
"/Users/tikitaka/不会拉小提琴的左脚/个人/projects/学生成绩管理系统/student-grades-management/src/shims-vue.d.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/tikitaka/不会拉小提琴的左脚/个人/projects/学生成绩管理系统/student-grades-management/src/store/home/actions.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 10, 2, 28
"/Users/tikitaka/不会拉小提琴的左脚/个人/projects/学生成绩管理系统/student-grades-management/src/store/home/home.interface.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/tikitaka/不会拉小提琴的左脚/个人/projects/学生成绩管理系统/student-grades-management/src/store/home/index.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"/Users/tikitaka/不会拉小提琴的左脚/个人/projects/学生成绩管理系统/student-grades-management/src/store/home/mutationType.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/tikitaka/不会拉小提琴的左脚/个人/projects/学生成绩管理系统/student-grades-management/src/store/home/mutations.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/tikitaka/不会拉小提琴的左脚/个人/projects/学生成绩管理系统/student-grades-management/src/store/index.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"/Users/tikitaka/不会拉小提琴的左脚/个人/projects/学生成绩管理系统/student-grades-management/src/store/rootState.interface.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/Users/tikitaka/不会拉小提琴的左脚/个人/projects/学生成绩管理系统/student-grades-management/src/store/signin/actions.ts", "TypeScript", 64, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 78
"/Users/tikitaka/不会拉小提琴的左脚/个人/projects/学生成绩管理系统/student-grades-management/src/store/signin/getters.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/tikitaka/不会拉小提琴的左脚/个人/projects/学生成绩管理系统/student-grades-management/src/store/signin/index.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 37
"/Users/tikitaka/不会拉小提琴的左脚/个人/projects/学生成绩管理系统/student-grades-management/src/store/signin/mutationTypes.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"/Users/tikitaka/不会拉小提琴的左脚/个人/projects/学生成绩管理系统/student-grades-management/src/store/signin/mutations.ts", "TypeScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
